date,open,high,low,close
2017/12/13,22879.27,22879.37,22697.32,22758.07
2017/12/12,22936.41,22994.33,22834.89,22866.17
2017/12/11,22894.3,22938.73,22787.4,22938.73
2017/12/8,22627.95,22819.71,22625.41,22811.08
2017/12/7,22317.15,22515.24,22317.15,22498.03
2017/12/6,22525.38,22528.21,22119.21,22177.04
2017/12/5,22595.33,22682.71,22522.28,22622.38
2017/12/4,22843.53,22864.33,22693.99,22707.16
2017/12/1,22916.93,22994.31,22675.07,22819.03
2017/11/30,22601.83,22748.32,22502.68,22724.96
2017/11/29,22613.96,22643.93,22537.12,22597.2
2017/11/28,22474.74,22580.99,22363.94,22486.24
2017/11/27,22657.08,22659.33,22423.4,22495.99
2017/11/24,22390.14,22567.2,22381.01,22550.85
2017/11/22,22601.55,22677.34,22513.44,22523.15
2017/11/21,22456.79,22563.25,22416.48,22416.48
2017/11/20,22279.98,22410.24,22215.07,22261.76
2017/11/17,22603.3,22757.4,22319.12,22396.8
2017/11/16,21975.23,22392.13,21972.34,22351.12
2017/11/15,22250.98,22305.24,22004.79,22028.32
2017/11/14,22342.93,22532.3,22323.24,22380.01
2017/11/13,22607.56,22607.92,22380.99,22380.99
2017/11/10,22580.7,22724.39,22511.93,22681.42
2017/11/9,22989.44,23382.15,22522.83,22868.71
2017/11/8,22849.91,22922.8,22759.07,22913.82
2017/11/7,22518.75,22953.18,22512.91,22937.6
2017/11/6,22612.96,22644.68,22435.34,22548.35
2017/11/2,22512.18,22540.25,22400.01,22539.12
2017/11/1,22144.92,22455.92,22130.03,22420.08
2017/10/31,21897.29,22020.38,21840.07,22011.61
2017/10/30,22047.95,22086.88,21921.24,22011.67
2017/10/27,21903.27,22016.5,21815.72,22008.45
2017/10/26,21698.95,21793.62,21688.56,21739.78
2017/10/25,21900.13,21921.36,21648.35,21707.62
2017/10/24,21670,21805.17,21646.52,21805.17
2017/10/23,21709.3,21723.6,21614.51,21696.65
2017/10/20,21390.95,21489.26,21363.1,21457.64
2017/10/19,21450.04,21503.85,21381.52,21448.52
2017/10/18,21374.66,21402.76,21317.67,21363.05
2017/10/17,21352.17,21393.96,21230.67,21336.12
2017/10/16,21221.27,21347.07,21187.93,21255.56
2017/10/13,20959.66,21211.29,20933,21155.18
2017/10/12,20958.18,20994.4,20917.04,20954.72
2017/10/11,20803.71,20898.41,20788.12,20881.27
2017/10/10,20680.54,20823.66,20663.08,20823.51
2017/10/6,20716.85,20721.15,20659.15,20690.71
2017/10/5,20650.71,20667.47,20602.26,20628.56
2017/10/4,20660.81,20689.08,20592.18,20626.66
2017/10/3,20475.25,20628.38,20438.17,20614.07
2017/10/2,20400.51,20411.33,20363.28,20400.78
2017/9/29,20315.34,20370.33,20285.06,20356.28
2017/9/28,20398.63,20399.87,20299.68,20363.11
2017/9/27,20269.82,20278.09,20213.66,20267.05
2017/9/26,20349.26,20385.5,20303.98,20330.19
2017/9/25,20439.43,20454.29,20367.03,20397.58
2017/9/22,20413.61,20417.07,20249.24,20296.45
2017/9/21,20456.5,20481.27,20332.69,20347.48
2017/9/20,20301.33,20339.37,20272.82,20310.46
2017/9/19,20128.18,20320.78,20122,20299.38
2017/9/15,19793.8,19933.4,19787.65,19909.5
2017/9/14,19860.37,19918.39,19793.85,19807.44
2017/9/13,19873.69,19888.84,19845.02,19865.82
2017/9/12,19736.14,19792.06,19718.8,19776.62
2017/9/11,19441.39,19567.03,19437.14,19545.77
2017/9/8,19297.96,19357.49,19239.52,19274.82
2017/9/7,19433.44,19482.72,19365.75,19396.52
2017/9/6,19286.06,19371.38,19254.67,19357.97
2017/9/5,19533.38,19542.78,19354.59,19385.81
2017/9/4,19615.96,19628.4,19479.4,19508.25
2017/9/1,19733.57,19735.96,19620.07,19691.47
2017/8/31,19591.32,19687.99,19583.11,19646.24
2017/8/30,19480.98,19538.23,19435.1,19506.54
2017/8/29,19319.11,19371.9,19280.02,19362.55
2017/8/28,19502.23,19535.5,19420.5,19449.9
2017/8/25,19401.12,19485.97,19384.37,19452.61
2017/8/24,19366.36,19428.55,19351.92,19353.77
2017/8/23,19547.05,19561.32,19408.47,19434.64
2017/8/22,19373.11,19437.25,19361.95,19383.84
2017/8/21,19509.53,19509.53,19365.65,19393.13
2017/8/18,19471.27,19543.13,19433.09,19470.41
2017/8/17,19707.75,19739.04,19679.37,19702.63
2017/8/16,19750.55,19776.86,19719.08,19729.28
2017/8/15,19689.38,19824.12,19656.91,19753.31
2017/8/14,19545.58,19598.41,19486.48,19537.1
2017/8/10,19792.45,19829.88,19685.83,19729.74
2017/8/9,19928.96,19945.28,19660.22,19738.71
2017/8/8,20062.65,20076.8,19970.57,19996.01
2017/8/7,20059.29,20085.9,20037.4,20055.89
2017/8/4,19949.79,19984.51,19933.59,19952.33
2017/8/3,20066,20070.16,19985.4,20029.26
2017/8/2,20057.07,20113.73,20022.05,20080.04
2017/8/1,19907.08,20000.46,19904.72,19985.79
2017/7/31,19933.45,19983.9,19891.9,19925.18
2017/7/28,20048.46,20056.16,19926.6,19959.84
2017/7/27,20026.58,20176.39,20005.2,20079.64
2017/7/26,20098.14,20116,20016.58,20050.16
2017/7/25,19979.56,20036.31,19941.61,19955.2
2017/7/24,19973.67,20002.54,19901.88,19975.67
2017/7/21,20089.86,20135.33,20081.91,20099.75
2017/7/20,20046.9,20157.11,20032.23,20144.59
2017/7/19,19970.78,20032.46,19947.26,20020.86
2017/7/18,20074.41,20081.29,19943.14,19999.91
2017/7/14,20157.92,20163.67,20101.71,20118.86
2017/7/13,20177.28,20183.8,20062.27,20099.81
2017/7/12,20137.22,20153.04,20061.16,20098.38
2017/7/11,20073.86,20200.88,20070.67,20195.48
2017/7/10,20070.44,20127.76,20023.03,20080.98
2017/7/7,19856.65,19979.93,19856.65,19929.09
2017/7/6,20061.68,20078.88,19947.63,19994.06
2017/7/5,20015.07,20087.01,19888.9,20081.63
2017/7/4,20192.27,20197.16,19971.53,20032.35
2017/7/3,20056.32,20096.14,20030.61,20055.8
2017/6/30,20025.63,20044.01,19946.51,20033.43
2017/6/29,20260.87,20266.59,20197.38,20220.3
2017/6/28,20149.2,20224.3,20110.49,20130.41
2017/6/27,20229.12,20250.1,20185.19,20225.09
2017/6/26,20132.81,20196.38,20119.04,20153.35
2017/6/23,20152.58,20152.58,20089.54,20132.67
2017/6/22,20154.38,20191.42,20107.89,20110.51
2017/6/21,20192.16,20215.11,20117.79,20138.79
2017/6/20,20234.12,20318.11,20227.29,20230.41
2017/6/19,19974.3,20087.71,19949.88,20067.75
2017/6/16,19931.15,20015.16,19884.8,19943.26
2017/6/15,19815.54,19963.36,19755.34,19831.82
2017/6/14,19974.56,20009.93,19879.6,19883.52
2017/6/13,19859.81,19929.03,19850.86,19898.75
2017/6/12,19920.77,19949.07,19837.64,19908.58
2017/6/9,19953.06,20096.01,19927.07,20013.26
2017/6/8,20048.28,20061.22,19896.35,19909.26
2017/6/7,19951.68,20023.24,19908.07,19984.62
2017/6/6,20122.26,20152.95,19948.02,19979.9
2017/6/5,20135.42,20224.54,20104.13,20170.82
2017/6/2,19970.23,20239.81,19967,20177.28
2017/6/1,19692.16,19887.66,19686.32,19860.03
2017/5/31,19630.33,19673.51,19589.25,19650.57
2017/5/30,19681.11,19691.44,19570.13,19677.85
2017/5/29,19697.18,19736.62,19627.19,19682.57
2017/5/26,19798.49,19801.59,19686.49,19686.84
2017/5/25,19737.21,19850.93,19720.12,19813.13
2017/5/24,19777.56,19782.81,19690.1,19742.98
2017/5/23,19647.74,19693.02,19585.54,19613.28
2017/5/22,19670.48,19722.93,19618.73,19678.28
2017/5/19,19591.41,19628.64,19497.29,19590.76
2017/5/18,19556.99,19601.53,19449.73,19553.86
2017/5/17,19806.78,19842.78,19764.63,19814.88
2017/5/16,19953.06,19998.49,19862.41,19919.82
2017/5/15,19753.46,19869.85,19740.63,19869.85
2017/5/12,19941.64,19941.64,19809.91,19883.9
2017/5/11,19943.95,19989.94,19906.35,19961.55
2017/5/10,19890.56,19938.53,19866.3,19900.09
2017/5/9,19915.64,19917.45,19838.71,19843
2017/5/8,19709.01,19929.48,19705.13,19895.7
2017/5/2,19335.72,19464.3,19335.02,19445.7
2017/5/1,19154.03,19311.21,19144.62,19310.52
2017/4/28,19240.65,19264.57,19164.68,19196.74
2017/4/27,19205.59,19281.7,19199.59,19251.87
2017/4/26,19184.92,19289.43,19170.86,19289.43
2017/4/25,18872.56,19109.76,18867.19,19079.33
2017/4/24,18890.38,18910.33,18840.13,18875.88
2017/4/21,18591.82,18648.28,18542.42,18620.75
2017/4/20,18446.39,18523.4,18420.82,18430.49
2017/4/19,18327.33,18467.73,18327.33,18432.2
2017/4/18,18497.38,18547.46,18362.73,18418.59
2017/4/17,18239.84,18361.44,18224.68,18355.26
2017/4/14,18531.91,18531.91,18285.73,18335.63
2017/4/13,18391.72,18455.25,18304.72,18426.84
2017/4/12,18592.1,18602.5,18460.59,18552.61
2017/4/11,18717.55,18767.7,18661.86,18747.87
2017/4/10,18800.22,18850.8,18762.7,18797.88
2017/4/7,18714.98,18785.73,18517.43,18664.63
2017/4/6,18754.37,18797.44,18532.65,18597.06
2017/4/5,18900.7,18941.94,18773.94,18861.27
2017/4/4,18933.82,18947.33,18703.63,18810.25
2017/4/3,18988,19068.62,18920.52,18983.23
2017/3/31,19170.42,19210.92,18909.26,18909.26
2017/3/30,19150.82,19218.08,19043.48,19063.22
2017/3/29,19216.78,19251.3,19164.61,19217.48
2017/3/28,19159.07,19203.64,19113.44,19202.87
2017/3/27,19071.19,19086.89,18932.09,18985.59
2017/3/24,19066.35,19296.05,19060.64,19262.53
2017/3/23,19048.84,19105.11,18973.75,19085.31
2017/3/22,19146.62,19183.27,19026.53,19041.38
2017/3/21,19416.55,19485.14,19337.22,19455.88
2017/3/17,19510.89,19547.51,19487.92,19521.59
2017/3/16,19458.7,19618.99,19454.17,19590.14
2017/3/15,19528.75,19581.53,19503.74,19577.38
2017/3/14,19634.29,19637.55,19599.62,19609.5
2017/3/13,19545.74,19656.48,19531.51,19633.75
2017/3/10,19444.71,19623.72,19427.81,19604.61
2017/3/9,19343.06,19350.2,19262.98,19318.58
2017/3/8,19308.53,19326.4,19198.78,19254.03
2017/3/7,19337.19,19375.09,19317.1,19344.15
2017/3/6,19409.18,19411.54,19340.32,19379.14
2017/3/3,19551.34,19587.79,19392.75,19469.17
2017/3/2,19624.82,19668.01,19564.8,19564.8
2017/3/1,19226.94,19414.55,19164.62,19393.54
2017/2/28,19194.68,19267.99,19118.99,19118.99
2017/2/27,19130.51,19178.99,18995.55,19107.47
2017/2/24,19232.11,19381.1,19219.58,19283.54
2017/2/23,19379.92,19379.92,19262.63,19371.46
2017/2/22,19419.22,19419.22,19329.28,19379.87
2017/2/21,19267.87,19395.35,19261.98,19381.44
2017/2/20,19161.33,19274.75,19115.11,19251.08
2017/2/17,19228.74,19275.39,19173.53,19234.62
2017/2/16,19431.61,19431.61,19260.24,19347.53
2017/2/15,19438.81,19495.62,19420,19437.98
2017/2/14,19478.86,19501.01,19232.85,19238.98
2017/2/13,19513.78,19519.44,19418.18,19459.15
2017/2/10,19216.74,19395.99,19193.57,19378.93
2017/2/9,18942.04,18991.23,18874.91,18907.67
2017/2/8,18951.16,19009.24,18875.57,19007.6
2017/2/7,18844.12,18970.58,18805.32,18910.78
2017/2/6,19069.72,19075.57,18899.4,18976.71
2017/2/3,18996.74,19061.26,18830.89,18918.2
2017/2/2,19152.79,19170.63,18866.8,18914.58
2017/2/1,18926.97,19155.79,18916.18,19148.08
2017/1/31,19145.35,19199.75,19041.34,19041.34
2017/1/30,19371.28,19390.97,19295.8,19368.85
2017/1/27,19453.51,19486.68,19404.13,19467.4
2017/1/26,19260.67,19405.23,19232.46,19402.39
2017/1/25,19091.23,19133.18,18987.45,19057.5
2017/1/24,18817.42,18915.7,18783.16,18787.99
2017/1/23,18938.45,19024.21,18879.68,18891.03
2017/1/20,19059.15,19176.86,19040.2,19137.91
2017/1/19,19082.83,19122.39,18982.13,19072.25
2017/1/18,18753.96,18941.24,18650.33,18894.37
2017/1/17,19038.45,19043.91,18812.86,18813.53
2017/1/16,19219.13,19255.41,19061.27,19095.24
2017/1/13,19174.97,19299.36,19156.93,19287.28
2017/1/12,19300.19,19300.19,19069.02,19134.7
2017/1/11,19358.64,19402.17,19325.46,19364.67
2017/1/10,19414.83,19484.9,19255.35,19301.44
2017/1/6,19393.55,19472.37,19354.44,19454.33
2017/1/5,19602.1,19615.4,19473.28,19520.69
2017/1/4,19298.68,19594.16,19277.93,19594.16
2016/12/30,18997.68,19176.81,18991.59,19114.37
2016/12/29,19301.04,19301.04,19092.22,19145.14
2016/12/28,19392.11,19442.13,19364.73,19401.72
2016/12/27,19353.43,19478.58,19352.06,19403.06
2016/12/26,19394.41,19432.48,19385.94,19396.64
2016/12/22,19396.85,19427.67,19327.51,19427.67
2016/12/21,19547.28,19592.9,19375.19,19444.49
2016/12/20,19367.84,19511.2,19356.81,19494.53
2016/12/19,19345.84,19399.26,19307.14,19391.6
2016/12/16,19438.39,19439.97,19360.36,19401.15
2016/12/15,19327.7,19436.9,19192.6,19273.79
2016/12/14,19270.01,19284.28,19184.75,19253.61
2016/12/13,19120.76,19253.51,19060.72,19250.52
2016/12/12,19183.82,19280.93,19054,19155.03
2016/12/9,18839.98,19042.48,18821.41,18996.37
2016/12/8,18674.19,18765.47,18614.01,18765.47
2016/12/7,18434.54,18502.47,18410.88,18496.69
2016/12/6,18457.2,18484.8,18318.99,18360.54
2016/12/5,18349.92,18365.74,18227.39,18274.99
2016/12/2,18435.55,18469.68,18315.38,18426.08
2016/12/1,18535.24,18746.28,18469.27,18513.12
2016/11/30,18356.03,18370.31,18280.66,18308.48
2016/11/29,18263.63,18327.51,18258.82,18307.04
2016/11/28,18302.58,18374.93,18222.82,18356.89
2016/11/25,18387.59,18482.94,18288.5,18381.22
2016/11/24,18329.78,18382.72,18310.31,18333.41
2016/11/22,18091.05,18175.63,18050.55,18162.94
2016/11/21,18038.09,18129.03,18007.79,18106.02
2016/11/18,18024.21,18043.72,17967.41,17967.41
2016/11/17,17766.61,17884.06,17764.08,17862.63
2016/11/16,17832.51,17886.44,17807.47,17862.21
2016/11/15,17690.22,17727.58,17605.77,17668.15
2016/11/14,17467.49,17697.33,17455.78,17672.62
2016/11/11,17526.61,17621.73,17333.49,17374.79
2016/11/10,16562.86,17393.82,16560.66,17344.42
2016/11/9,17281.95,17427.71,16111.81,16251.54
2016/11/8,17242.7,17247.04,17130.83,17171.38
2016/11/7,17126.03,17186.89,17056.84,17177.21
2016/11/4,16964.5,16996.09,16801.98,16905.36
2016/11/2,17238,17283.6,17080.59,17134.68
2016/11/1,17380.54,17473.12,17339.64,17442.4
2016/10/31,17360.89,17433.13,17327.62,17425.02
2016/10/28,17448.25,17461.03,17406.72,17446.41
2016/10/27,17346.39,17414.21,17278.12,17336.42
2016/10/26,17329.03,17391.84,17295.46,17391.84
2016/10/25,17298.63,17381.8,17298.63,17365.25
2016/10/24,17216.56,17244.74,17162.21,17234.42
2016/10/21,17283.75,17288.89,17151.98,17184.59
2016/10/20,16999.36,17235.5,16992.14,17235.5
2016/10/19,16952.91,17016.66,16938.46,16998.91
2016/10/18,16862.31,16966.9,16844.17,16963.61
2016/10/17,16871.84,16954.44,16821.49,16900.12
2016/10/14,16751.04,16866.56,16727.78,16856.37
2016/10/13,16923.82,16974.25,16739.73,16774.24
2016/10/12,16850.73,16951.54,16839.41,16840
2016/10/11,16936.31,17074.46,16931.12,17024.76
2016/10/7,16883.12,16895.13,16820.21,16860.09
2016/10/6,16913.6,16971.28,16888.77,16899.1
2016/10/5,16787.89,16844.35,16728.19,16819.24
2016/10/4,16661.51,16747.2,16637.82,16735.65
2016/10/3,16566.03,16652.16,16554.83,16598.67
2016/9/30,16474.45,16497.55,16407.78,16449.84
2016/9/29,16606.3,16756.43,16584.14,16693.71
2016/9/28,16504.99,16515.84,16385.03,16465.4
2016/9/27,16390.91,16683.93,16285.41,16683.93
2016/9/26,16707.45,16707.45,16514.93,16544.56
2016/9/23,16759.84,16808.59,16725.53,16754.02
2016/9/21,16471.85,16823.63,16399.65,16807.62
2016/9/20,16403.22,16591.7,16403.22,16492.15
2016/9/16,16458.74,16532.84,16415.86,16519.29
2016/9/15,16512.42,16528.02,16359.78,16405.01
2016/9/14,16632.06,16706.61,16585.8,16614.24
2016/9/13,16764.65,16787.06,16658.4,16729.04
2016/9/12,16748.36,16802,16601.54,16672.92
2016/9/9,16994.37,17029.78,16902.09,16965.76
2016/9/8,16984,17001.84,16836.65,16958.77
2016/9/7,16937.38,17024.26,16903.2,17012.44
2016/9/6,17035.03,17097.59,17022.64,17081.98
2016/9/5,17131.52,17156.36,17009.21,17037.63
2016/9/2,16903.78,16946.49,16848.12,16925.68
2016/9/1,16885.16,16941.18,16864.56,16926.84
2016/8/31,16857.83,16917.86,16836.96,16887.4
2016/8/30,16690.98,16752.16,16677.85,16725.36
2016/8/29,16631.06,16764.64,16616.65,16737.49
2016/8/26,16485.55,16490.53,16320.43,16360.71
2016/8/25,16580.15,16628.79,16520.84,16555.95
2016/8/24,16550.21,16648.07,16544.39,16597.3
2016/8/23,16549.82,16663.64,16452.01,16497.36
2016/8/22,16599.26,16631.23,16540.94,16598.19
2016/8/19,16558.38,16613.04,16452.62,16545.82
2016/8/18,16649.91,16714.61,16481.41,16486.01
2016/8/17,16596.26,16772.11,16596.26,16745.64
2016/8/16,16878.66,16887.57,16596.51,16596.51
2016/8/15,16866.89,16932.11,16844.58,16869.56
2016/8/12,16877.18,16943.67,16818.43,16919.92
2016/8/10,16699.08,16822.86,16657.59,16735.12
2016/8/9,16632.41,16779.59,16630.56,16764.97
2016/8/8,16462.29,16652.04,16455.57,16650.57
2016/8/5,16278.99,16355.98,16230.7,16254.45
2016/8/4,16168.34,16270.12,15921.04,16254.89
2016/8/3,16227.28,16275.34,16056.67,16083.11
2016/8/2,16469.68,16541.88,16391.45,16391.45
2016/8/1,16415.31,16677.49,16319.15,16635.77
2016/7/29,16359.68,16679.19,16174.35,16569.27
2016/7/28,16596.15,16616.28,16450.28,16476.84
2016/7/27,16526.06,16821.43,16526.06,16664.82
2016/7/26,16535.81,16535.81,16323.1,16383.04
2016/7/25,16655.81,16778.65,16612.33,16620.29
2016/7/22,16612.9,16691.81,16566.98,16627.25
2016/7/21,16855.18,16938.96,16740,16810.22
2016/7/20,16646.92,16692.84,16554.03,16681.89
2016/7/19,16612.09,16726.71,16514.66,16723.31
2016/7/15,16396.12,16607.32,16396.12,16497.85
2016/7/14,16242.2,16398.73,16229.26,16385.89
2016/7/13,16343,16444.25,16196.44,16231.43
2016/7/12,15961.3,16237.62,15956.91,16095.65
